ProjectID,ProjectName,Client,Priority,Budget,StartDate,EndDate,Status,RequiredHeadcount
PRJ00570,Healthcare Transformation 570,Amazon,High,5329255,2025-01-16,2026-04-13,Completed,40
PRJ00571,ERP Transformation 571,Google,High,2484334,2025-07-02,2027-04-29,Active,194
PRJ00572,Healthcare Transformation 572,Amazon,Low,6376729,2025-06-28,2027-04-14,Active,395
PRJ00573,Healthcare Transformation 573,Oracle,Medium,5047670,2024-12-07,2025-10-28,Completed,143
PRJ00574,AI Transformation 574,Amazon,High,5547113,2025-05-02,2025-12-06,Completed,121
PRJ00575,AI Transformation 575,Accenture,Low,2190005,2024-01-19,2025-11-18,Completed,173
PRJ00576,Analytics Transformation 576,Accenture,High,683818,2026-02-21,2027-01-11,Active,181
PRJ00577,Analytics Transformation 577,TCS,Medium,1108439,2025-08-14,2026-06-03,Completed,154
PRJ00578,ERP Transformation 578,HSBC,Medium,1644639,2025-04-16,2026-01-24,Completed,147
PRJ00579,Analytics Transformation 579,Infosys,Low,3161566,2025-08-05,2027-05-24,On Hold,348
PRJ00580,Cloud Transformation 580,IBM,High,3674115,2024-05-04,2025-10-31,Completed,156
PRJ00581,Cloud Transformation 581,Amazon,Low,5305286,2025-05-11,2026-03-17,Completed,58
PRJ00582,Cloud Transformation 582,IBM,Medium,7284764,2025-03-29,2025-10-28,Completed,67
PRJ00583,Healthcare Transformation 583,Microsoft,Medium,1679802,2026-04-23,2027-09-05,On Hold,446
PRJ00584,ERP Transformation 584,Accenture,High,5836721,2025-05-09,2026-07-06,Completed,61
PRJ00585,Banking Transformation 585,Accenture,Medium,595593,2026-06-30,2027-09-05,On Hold,393
PRJ00586,ERP Transformation 586,HSBC,High,6543267,2025-08-03,2026-04-09,Completed,119
PRJ00587,Banking Transformation 587,Deloitte,High,7920159,2024-05-11,2026-01-29,Completed,53
PRJ00588,Healthcare Transformation 588,Deloitte,High,7452536,2024-08-12,2026-02-02,Completed,82
PRJ00589,Banking Transformation 589,Oracle,High,4285673,2025-05-29,2027-08-04,Active,456
PRJ00590,AI Transformation 590,Accenture,Medium,1378497,2025-04-03,2026-07-28,Completed,102
PRJ00591,Cloud Transformation 591,Microsoft,Low,1281018,2024-11-01,2026-05-19,Completed,76
PRJ00592,Banking Transformation 592,Amazon,Medium,5983089,2023-11-30,2025-10-04,Completed,73
PRJ00593,AI Transformation 593,Microsoft,Medium,2224282,2025-01-29,2026-01-04,Completed,160
PRJ00594,Banking Transformation 594,TCS,Medium,6041496,2026-01-17,2027-07-23,On Hold,219
PRJ00595,AI Transformation 595,Deloitte,Low,5110904,2025-07-11,2026-04-15,Completed,99
PRJ00596,ERP Transformation 596,Amazon,Medium,1235079,2026-05-28,2026-11-09,Active,197
PRJ00597,Cloud Transformation 597,Microsoft,High,2236047,2023-11-27,2025-09-28,Completed,174
PRJ00598,Retail Transformation 598,Microsoft,Medium,7084021,2025-06-28,2026-03-18,Completed,179
PRJ00599,AI Transformation 599,TCS,Medium,2050896,2024-09-12,2025-12-07,Completed,84
PRJ00600,Cloud Transformation 600,Infosys,High,2708686,2024-07-22,2026-01-31,Completed,179
PRJ00601,Analytics Transformation 601,HSBC,Low,1017068,2025-02-15,2026-04-02,Completed,31
PRJ00602,Banking Transformation 602,Accenture,Low,3972771,2025-10-02,2026-06-26,Completed,164
PRJ00603,Healthcare Transformation 603,Amazon,Medium,7365280,2025-10-17,2027-02-06,On Hold,255
PRJ00604,Banking Transformation 604,Infosys,Low,7895848,2025-04-07,2027-07-14,Active,241
PRJ00605,Retail Transformation 605,Amazon,Low,5291740,2025-06-27,2026-03-14,Completed,176
PRJ00606,Banking Transformation 606,IBM,High,1508997,2025-07-01,2027-08-01,On Hold,556
PRJ00607,Cloud Transformation 607,Oracle,High,1558524,2025-12-28,2027-01-09,On Hold,232
PRJ00608,Cloud Transformation 608,Google,Low,2663307,2024-10-18,2026-07-05,Completed,76
PRJ00609,Retail Transformation 609,TCS,Medium,5130966,2025-10-15,2026-07-11,Completed,136
PRJ00610,Retail Transformation 610,Amazon,Low,5726588,2024-04-13,2026-03-26,Completed,49
PRJ00611,AI Transformation 611,Deloitte,High,1743189,2025-07-10,2027-05-15,Active,366
PRJ00612,AI Transformation 612,IBM,High,7091312,2025-10-20,2026-12-03,Active,123
PRJ00613,Retail Transformation 613,HSBC,Medium,5992757,2024-05-30,2025-11-13,Completed,93
PRJ00614,AI Transformation 614,Google,Medium,3880390,2025-10-07,2027-06-12,Active,79
PRJ00615,AI Transformation 615,Deloitte,Medium,6292449,2024-02-24,2025-10-07,Completed,157
PRJ00616,ERP Transformation 616,Amazon,Medium,7356730,2024-09-15,2025-12-14,Completed,54
PRJ00617,Analytics Transformation 617,Infosys,Low,6244955,2026-03-08,2027-03-05,Active,119
PRJ00618,ERP Transformation 618,Infosys,Medium,2760058,2025-06-07,2026-04-20,Completed,114
PRJ00619,AI Transformation 619,Oracle,Medium,2273272,2025-10-09,2027-09-08,Active,74
PRJ00620,Analytics Transformation 620,TCS,Medium,7387193,2026-01-18,2027-06-18,On Hold,91
PRJ00621,ERP Transformation 621,TCS,Medium,1637913,2025-09-20,2026-05-25,Completed,36
PRJ00622,AI Transformation 622,Google,High,7841546,2025-11-19,2027-07-31,Active,108
PRJ00623,Cloud Transformation 623,Amazon,Medium,924121,2025-06-12,2026-11-11,Active,216
PRJ00624,ERP Transformation 624,Accenture,Medium,4737307,2025-08-19,2027-01-22,On Hold,218
PRJ00625,Cloud Transformation 625,Accenture,Medium,5483198,2025-11-13,2026-06-12,Completed,102
PRJ00626,Healthcare Transformation 626,TCS,Medium,3387769,2025-04-10,2027-06-12,Active,38
PRJ00627,ERP Transformation 627,Amazon,Medium,916503,2025-07-06,2026-04-04,Completed,61
PRJ00628,Analytics Transformation 628,Oracle,Low,2388376,2024-09-22,2025-10-26,Completed,130
PRJ00629,Retail Transformation 629,TCS,High,7753041,2026-03-30,2027-09-11,Active,38
PRJ00630,Retail Transformation 630,Google,Low,1952912,2025-07-18,2026-10-17,Active,575
PRJ00631,ERP Transformation 631,IBM,Medium,6478900,2026-08-10,2027-02-04,Active,182
PRJ00632,Retail Transformation 632,Deloitte,Medium,4350354,2025-09-19,2027-03-02,On Hold,353
PRJ00633,Banking Transformation 633,TCS,Low,3831556,2024-08-17,2025-12-19,Completed,125
PRJ00634,Banking Transformation 634,Accenture,Low,5930299,2026-08-11,2027-07-01,Active,249
PRJ00635,Banking Transformation 635,Microsoft,Medium,1035504,2026-03-23,2027-03-14,Active,272
PRJ00636,Analytics Transformation 636,HSBC,Medium,6003930,2024-10-30,2026-03-26,Completed,57
PRJ00637,ERP Transformation 637,Oracle,High,4839373,2025-05-15,2027-09-11,Active,235
PRJ00638,Analytics Transformation 638,IBM,Medium,6040929,2025-05-11,2026-11-11,Active,197
PRJ00639,Banking Transformation 639,Infosys,Medium,2676225,2025-11-10,2026-06-04,Completed,112
PRJ00640,Banking Transformation 640,Amazon,Low,6439712,2026-01-19,2027-04-29,On Hold,161
PRJ00641,ERP Transformation 641,Oracle,Low,4984844,2025-06-23,2027-01-18,On Hold,326
PRJ00642,Healthcare Transformation 642,HSBC,High,7551788,2025-12-14,2027-04-14,Active,274
PRJ00643,ERP Transformation 643,Microsoft,Medium,1573273,2025-11-02,2027-01-13,Active,118
PRJ00644,Analytics Transformation 644,Google,Low,3315489,2025-08-08,2027-07-26,Active,788
PRJ00645,Cloud Transformation 645,HSBC,Medium,7110981,2026-04-23,2027-04-12,Active,112
PRJ00646,Healthcare Transformation 646,HSBC,Medium,7640499,2026-02-05,2027-02-23,On Hold,227
PRJ00647,Retail Transformation 647,Oracle,Low,1505088,2025-11-08,2026-07-18,Completed,69
PRJ00648,ERP Transformation 648,Deloitte,High,7805212,2026-01-31,2027-07-11,On Hold,130
PRJ00649,ERP Transformation 649,Deloitte,Low,7989727,2026-06-05,2027-01-23,Active,361
PRJ00650,ERP Transformation 650,Google,High,4590124,2025-12-23,2026-12-25,On Hold,107
PRJ00651,Banking Transformation 651,Amazon,High,4292097,2025-01-01,2026-05-16,Completed,37
PRJ00652,Retail Transformation 652,Microsoft,High,5654629,2025-06-12,2026-05-20,Completed,50
PRJ00653,Retail Transformation 653,Infosys,Medium,539167,2024-05-24,2026-01-07,Completed,147
PRJ00654,AI Transformation 654,Accenture,Low,2098673,2024-10-19,2026-05-04,Completed,152
PRJ00655,Cloud Transformation 655,Accenture,Medium,1581549,2025-06-04,2026-08-12,Completed,146
PRJ00656,Cloud Transformation 656,Microsoft,High,3001501,2024-07-25,2025-11-30,Completed,98
PRJ00657,Healthcare Transformation 657,TCS,Medium,4137847,2025-12-24,2027-07-06,On Hold,110
PRJ00658,ERP Transformation 658,Infosys,Medium,6792425,2025-03-23,2026-12-20,On Hold,280
PRJ00659,Cloud Transformation 659,Oracle,Low,1600633,2025-07-05,2026-01-20,Completed,31
PRJ00660,Cloud Transformation 660,Microsoft,Medium,6465223,2024-09-06,2026-08-03,Completed,114
PRJ00661,Banking Transformation 661,HSBC,Low,5727233,2026-07-26,2027-04-23,Active,346
PRJ00662,Banking Transformation 662,Amazon,High,6286040,2025-10-04,2026-07-21,Completed,41
PRJ00663,AI Transformation 663,TCS,Medium,4479524,2024-06-09,2025-12-30,Completed,145
PRJ00664,AI Transformation 664,HSBC,Medium,6050444,2026-05-01,2027-08-31,Active,750
PRJ00665,Healthcare Transformation 665,IBM,Low,1650611,2024-08-22,2025-11-21,Completed,113
PRJ00666,Banking Transformation 666,IBM,High,2871516,2024-07-19,2026-06-22,Completed,175
PRJ00667,Cloud Transformation 667,IBM,High,7025992,2024-08-01,2026-06-21,Completed,63
PRJ00668,ERP Transformation 668,Deloitte,Medium,1845311,2024-10-30,2025-11-20,Completed,84
PRJ00669,Banking Transformation 669,Infosys,Medium,2467172,2024-11-06,2025-12-03,Completed,42
PRJ00670,Analytics Transformation 670,IBM,Low,4644845,2025-09-10,2026-06-30,Completed,102
PRJ00671,AI Transformation 671,Microsoft,Medium,5905088,2024-07-26,2026-06-29,Completed,112
PRJ00672,Retail Transformation 672,Amazon,High,7321434,2024-12-21,2026-03-16,Completed,44
PRJ00673,ERP Transformation 673,Accenture,Medium,6695324,2025-04-04,2026-07-25,Completed,48
PRJ00674,Analytics Transformation 674,Google,Low,5929095,2026-01-14,2026-07-22,Completed,170
PRJ00675,Healthcare Transformation 675,HSBC,Low,1279732,2024-05-25,2026-02-12,Completed,127
PRJ00676,AI Transformation 676,Deloitte,Medium,4329724,2025-02-18,2026-02-20,Completed,53
PRJ00677,Analytics Transformation 677,Deloitte,Low,7933345,2024-03-31,2026-01-29,Completed,132
PRJ00678,Banking Transformation 678,Amazon,High,1370008,2026-06-18,2026-12-19,Active,448
PRJ00679,Analytics Transformation 679,IBM,Low,4175576,2023-12-12,2025-10-16,Completed,95
PRJ00680,Healthcare Transformation 680,Amazon,Low,7881557,2024-08-03,2026-02-01,Completed,75
PRJ00681,Retail Transformation 681,Infosys,High,7945677,2025-04-03,2026-12-18,Active,362
PRJ00682,ERP Transformation 682,Accenture,High,6410346,2025-11-20,2026-07-22,Completed,91
PRJ00683,Banking Transformation 683,IBM,High,6119061,2025-11-19,2027-08-04,On Hold,419
PRJ00684,Banking Transformation 684,IBM,High,4130991,2025-11-22,2027-07-07,On Hold,183
PRJ00685,ERP Transformation 685,Deloitte,High,7538319,2026-04-09,2027-06-16,Active,245
PRJ00686,AI Transformation 686,Amazon,Low,1816402,2025-05-15,2027-08-22,Active,371
PRJ00687,Analytics Transformation 687,Google,High,6803451,2025-12-17,2027-06-23,Active,41
PRJ00688,ERP Transformation 688,Amazon,Low,2368197,2026-04-13,2027-03-31,Active,136
PRJ00689,Analytics Transformation 689,Oracle,High,4351164,2026-02-02,2027-05-07,Active,178
PRJ00690,AI Transformation 690,Infosys,Medium,3151316,2025-10-25,2027-05-30,Active,126
PRJ00691,AI Transformation 691,Deloitte,Medium,800580,2025-05-19,2025-12-03,Completed,132
PRJ00692,Analytics Transformation 692,IBM,Low,5848057,2026-08-14,2026-11-28,Active,483
PRJ00693,Banking Transformation 693,Infosys,Medium,3547937,2024-11-01,2025-11-27,Completed,52
PRJ00694,Analytics Transformation 694,Infosys,Medium,5198885,2025-06-22,2027-02-04,Active,126
PRJ00695,Banking Transformation 695,Accenture,Low,4296117,2025-10-11,2027-06-12,Active,607
PRJ00696,ERP Transformation 696,Accenture,Low,7210154,2025-10-23,2026-04-23,Completed,35
PRJ00697,Banking Transformation 697,Microsoft,High,1877035,2024-05-07,2025-11-20,Completed,83
PRJ00698,AI Transformation 698,HSBC,Low,2143508,2025-06-20,2027-05-10,Active,1215
PRJ00699,Retail Transformation 699,Oracle,Low,3334792,2024-12-21,2026-01-25,Completed,71
PRJ00700,Banking Transformation 700,IBM,High,6977223,2025-06-01,2026-01-14,Completed,129
PRJ00701,Healthcare Transformation 701,Google,Medium,536386,2025-12-23,2027-08-10,On Hold,206
PRJ00702,Retail Transformation 702,IBM,Medium,4764205,2026-07-21,2027-07-23,Active,315
PRJ00703,Banking Transformation 703,IBM,High,6627833,2025-05-05,2027-01-11,Active,62
PRJ00704,Banking Transformation 704,IBM,Low,7904589,2026-06-22,2027-04-29,Active,208
PRJ00705,Healthcare Transformation 705,Oracle,Medium,3837575,2024-06-01,2026-01-30,Completed,133
PRJ00706,Retail Transformation 706,Google,High,3962359,2025-04-05,2027-03-12,On Hold,221
PRJ00707,ERP Transformation 707,TCS,Medium,6471634,2025-05-18,2027-07-02,Active,28
PRJ00708,Cloud Transformation 708,Oracle,High,5735897,2025-11-04,2027-09-01,Active,171
PRJ00709,Banking Transformation 709,Google,Low,5953319,2025-08-28,2027-04-07,Active,289
PRJ00710,Healthcare Transformation 710,Accenture,Low,1468089,2026-05-15,2027-06-27,On Hold,719
PRJ00711,Healthcare Transformation 711,IBM,Low,6456948,2025-10-31,2027-06-15,Active,216
PRJ00712,Analytics Transformation 712,Deloitte,High,4884976,2024-07-30,2025-11-14,Completed,102
PRJ00713,AI Transformation 713,Amazon,High,2739576,2025-03-09,2026-01-31,Completed,69
PRJ00714,Banking Transformation 714,HSBC,High,7541245,2026-05-24,2027-03-08,Active,113
PRJ00715,Analytics Transformation 715,TCS,High,3508846,2025-02-21,2026-03-16,Completed,60
PRJ00716,Analytics Transformation 716,TCS,High,6727809,2026-06-23,2027-08-24,Active,757
PRJ00717,Healthcare Transformation 717,HSBC,Low,6074176,2026-01-27,2027-02-11,Active,215
PRJ00718,Retail Transformation 718,Accenture,Low,951325,2024-07-04,2026-01-31,Completed,106
PRJ00719,Healthcare Transformation 719,Infosys,High,5816603,2025-03-17,2026-04-08,Completed,155
PRJ00720,Analytics Transformation 720,IBM,Low,6694567,2025-09-17,2027-04-19,Active,312
PRJ00721,ERP Transformation 721,Infosys,High,6226557,2025-07-13,2027-01-20,Active,169
PRJ00722,AI Transformation 722,Deloitte,High,4094584,2024-06-11,2026-05-18,Completed,140
PRJ00723,Cloud Transformation 723,IBM,Medium,547354,2025-05-23,2026-04-01,Completed,109
PRJ00724,Cloud Transformation 724,Accenture,Low,926606,2025-10-19,2026-05-27,Completed,63
PRJ00725,Analytics Transformation 725,HSBC,Medium,7126230,2025-09-28,2027-08-24,Active,269
PRJ00726,Analytics Transformation 726,Accenture,Low,2345175,2026-02-12,2026-11-19,Active,340
PRJ00727,Analytics Transformation 727,TCS,High,3989084,2025-11-21,2026-11-16,On Hold,118
PRJ00728,ERP Transformation 728,Oracle,High,6064452,2026-01-20,2026-11-29,Active,293
PRJ00729,Cloud Transformation 729,IBM,Low,4483390,2024-10-19,2026-02-11,Completed,121
PRJ00730,AI Transformation 730,Microsoft,Low,3402519,2025-06-19,2027-09-10,On Hold,128
PRJ00731,Healthcare Transformation 731,IBM,High,834514,2025-05-08,2027-09-06,Active,163
PRJ00732,Analytics Transformation 732,Microsoft,Medium,2652437,2026-03-03,2027-04-26,Active,304
PRJ00733,Healthcare Transformation 733,Accenture,Low,7234514,2026-03-23,2026-10-25,Active,431
PRJ00734,ERP Transformation 734,Oracle,Medium,4810861,2025-12-08,2026-11-04,Active,167
PRJ00735,Analytics Transformation 735,TCS,Low,561493,2025-07-10,2026-06-26,Completed,54
PRJ00736,Analytics Transformation 736,Oracle,Low,4058526,2026-04-29,2027-08-31,Active,338
PRJ00737,Analytics Transformation 737,Deloitte,Low,7351432,2026-05-01,2027-07-15,Active,361
PRJ00738,AI Transformation 738,Infosys,Low,3282630,2025-07-28,2026-12-30,On Hold,120
PRJ00739,Cloud Transformation 739,HSBC,Low,1090911,2025-11-15,2026-07-08,Completed,124
PRJ00740,Retail Transformation 740,Deloitte,Medium,5786645,2026-04-20,2027-02-22,Active,461
PRJ00741,Retail Transformation 741,Microsoft,Low,549483,2025-08-21,2026-03-06,Completed,161
PRJ00742,Analytics Transformation 742,IBM,High,6379424,2025-10-02,2026-11-14,Active,192
PRJ00743,AI Transformation 743,HSBC,Low,3027912,2026-02-12,2027-06-27,Active,225
PRJ00744,Retail Transformation 744,Deloitte,Low,758529,2026-03-23,2027-05-25,Active,378
PRJ00745,Cloud Transformation 745,Deloitte,Low,2974458,2025-11-14,2027-02-02,Active,542
PRJ00746,Banking Transformation 746,Accenture,High,5143297,2026-06-02,2027-03-14,On Hold,151
PRJ00747,AI Transformation 747,Amazon,Low,5505103,2026-06-03,2026-12-15,On Hold,106
PRJ00748,ERP Transformation 748,Oracle,Low,6719569,2025-02-13,2025-11-07,Completed,81
PRJ00749,Retail Transformation 749,TCS,High,1850183,2026-02-19,2027-01-29,On Hold,384
PRJ00750,Cloud Transformation 750,Microsoft,High,6128570,2024-07-22,2025-10-03,Completed,155
PRJ00751,Analytics Transformation 751,TCS,Medium,5907921,2025-06-04,2026-11-09,Active,60
PRJ00752,ERP Transformation 752,Microsoft,High,6586683,2026-03-19,2026-11-16,Active,338
PRJ00753,ERP Transformation 753,Google,Low,5998505,2025-04-14,2027-03-31,Active,58
PRJ00754,Cloud Transformation 754,Accenture,Medium,4280292,2025-07-14,2026-03-22,Completed,144
PRJ00755,Healthcare Transformation 755,IBM,Medium,7275476,2025-04-09,2026-03-11,Completed,129
PRJ00756,AI Transformation 756,Accenture,High,7090594,2025-01-20,2026-01-07,Completed,151
PRJ00757,ERP Transformation 757,Accenture,High,6200731,2024-01-03,2025-09-20,Completed,98
PRJ00758,Retail Transformation 758,Infosys,Medium,6999216,2025-05-22,2027-06-15,Active,340
PRJ00759,Cloud Transformation 759,IBM,High,7561471,2025-01-18,2025-11-05,Completed,174
PRJ00760,ERP Transformation 760,Microsoft,Low,1132500,2025-05-19,2026-06-04,Completed,138
PRJ00761,Banking Transformation 761,Amazon,Low,5356171,2025-06-06,2027-06-29,On Hold,125
PRJ00762,AI Transformation 762,TCS,Medium,5058951,2024-09-14,2025-10-16,Completed,53
PRJ00763,Banking Transformation 763,Google,Medium,3792514,2025-11-11,2027-06-11,On Hold,461
PRJ00764,Cloud Transformation 764,Infosys,Low,4781646,2024-06-27,2025-10-17,Completed,138
PRJ00765,AI Transformation 765,Oracle,Low,6239163,2024-03-17,2026-02-09,Completed,124
PRJ00766,Retail Transformation 766,Google,High,5250948,2025-01-05,2025-11-24,Completed,77
PRJ00767,Banking Transformation 767,Infosys,Medium,839066,2025-09-11,2026-12-26,On Hold,115
PRJ00768,AI Transformation 768,HSBC,Medium,2463090,2024-10-17,2025-12-08,Completed,141
PRJ00769,Analytics Transformation 769,Accenture,Medium,4439912,2024-05-21,2026-05-01,Completed,139
PRJ00770,AI Transformation 770,Accenture,High,6403367,2025-05-20,2026-11-05,On Hold,174
PRJ00771,Analytics Transformation 771,HSBC,Low,5066339,2025-09-24,2027-03-02,On Hold,389
PRJ00772,Retail Transformation 772,Accenture,Low,5980584,2026-02-03,2027-09-12,Active,274
PRJ00773,ERP Transformation 773,Deloitte,High,4831640,2026-07-06,2027-07-04,On Hold,105
PRJ00774,Analytics Transformation 774,Infosys,Low,555345,2024-04-12,2026-02-19,Completed,53
PRJ00775,Cloud Transformation 775,Oracle,High,4816285,2026-06-04,2027-05-26,Active,160
PRJ00776,Cloud Transformation 776,Google,Medium,5550112,2026-04-28,2026-12-28,Active,214
PRJ00777,Retail Transformation 777,Accenture,Low,1450753,2026-06-15,2027-02-07,Active,112
PRJ00778,Cloud Transformation 778,IBM,High,5929603,2025-12-12,2027-06-15,Active,257
PRJ00779,AI Transformation 779,Google,Low,5468972,2026-08-03,2027-02-14,Active,504
PRJ00780,AI Transformation 780,IBM,High,969023,2023-10-23,2025-09-26,Completed,40
PRJ00781,Retail Transformation 781,IBM,Low,5848766,2024-06-04,2026-05-14,Completed,161
PRJ00782,Cloud Transformation 782,Infosys,Low,4454502,2025-06-28,2026-03-22,Completed,117
PRJ00783,Analytics Transformation 783,Deloitte,Low,1697156,2026-05-19,2027-02-02,On Hold,381
PRJ00784,Healthcare Transformation 784,TCS,Medium,1906951,2025-06-20,2027-01-14,Active,599
PRJ00785,Healthcare Transformation 785,IBM,High,2427817,2026-02-20,2027-06-02,Active,393
PRJ00786,AI Transformation 786,Oracle,Low,7710777,2025-08-21,2026-06-08,Completed,148
PRJ00787,Analytics Transformation 787,Google,Low,1307811,2025-08-29,2027-05-15,On Hold,216
PRJ00788,Analytics Transformation 788,TCS,Low,6811447,2025-02-27,2025-10-04,Completed,87
PRJ00789,Healthcare Transformation 789,TCS,High,7000084,2025-02-01,2025-12-11,Completed,69
PRJ00790,Retail Transformation 790,Accenture,High,6352252,2026-01-06,2027-07-07,Active,93
PRJ00791,Analytics Transformation 791,Deloitte,Medium,5441293,2026-04-19,2027-06-16,Active,34
PRJ00792,AI Transformation 792,Deloitte,High,2635051,2025-05-07,2027-08-03,Active,382
PRJ00793,ERP Transformation 793,IBM,Low,3927977,2026-04-17,2026-11-24,Active,228
PRJ00794,Healthcare Transformation 794,TCS,High,4860078,2026-02-06,2026-08-12,Completed,156
PRJ00795,Banking Transformation 795,Accenture,Medium,3538939,2024-08-19,2025-09-13,Completed,164
PRJ00796,ERP Transformation 796,TCS,Medium,5236797,2024-10-26,2026-01-08,Completed,164
PRJ00797,Analytics Transformation 797,Oracle,Medium,5131391,2024-08-17,2026-03-26,Completed,51
PRJ00798,ERP Transformation 798,TCS,Low,4558074,2025-12-10,2027-01-12,Active,268
PRJ00799,Analytics Transformation 799,Deloitte,Low,1658202,2024-09-24,2026-03-10,Completed,104
PRJ00800,Banking Transformation 800,Oracle,Medium,7069196,2025-09-11,2026-12-12,Active,117
PRJ00801,Cloud Transformation 801,TCS,Medium,7094126,2026-05-24,2026-12-03,Active,98
PRJ00802,Cloud Transformation 802,Deloitte,Low,544381,2025-03-18,2025-11-06,Completed,149
PRJ00803,Retail Transformation 803,IBM,Medium,1239377,2025-06-19,2026-12-26,Active,380
PRJ00804,AI Transformation 804,IBM,High,6577502,2024-10-11,2026-04-23,Completed,141
PRJ00805,ERP Transformation 805,IBM,High,6989498,2024-02-08,2026-01-21,Completed,50
PRJ00806,Retail Transformation 806,Amazon,High,7635078,2025-09-21,2027-06-23,Active,132
PRJ00807,ERP Transformation 807,Oracle,High,7076328,2025-06-29,2027-07-05,Active,220
PRJ00808,Healthcare Transformation 808,Google,Low,802502,2025-11-23,2027-02-08,Active,247
PRJ00809,Cloud Transformation 809,Microsoft,Medium,7040370,2025-03-17,2025-09-13,Completed,152
PRJ00810,Healthcare Transformation 810,Oracle,Low,628903,2024-06-08,2026-01-24,Completed,106
PRJ00811,Healthcare Transformation 811,HSBC,Low,7460571,2026-07-10,2026-11-28,Active,356
PRJ00812,ERP Transformation 812,HSBC,High,5586544,2025-10-20,2027-04-09,Active,240
PRJ00813,Healthcare Transformation 813,Amazon,Medium,1968298,2025-12-25,2027-05-07,On Hold,54
PRJ00814,Healthcare Transformation 814,HSBC,Medium,1481542,2025-10-10,2026-06-21,Completed,68
PRJ00815,Healthcare Transformation 815,IBM,Medium,6323303,2025-04-12,2027-02-21,Active,96
PRJ00816,Retail Transformation 816,Oracle,Medium,7006194,2026-02-02,2027-07-28,Active,305
PRJ00817,Analytics Transformation 817,Amazon,Medium,1475329,2025-12-22,2027-08-09,Active,106
PRJ00818,Banking Transformation 818,Oracle,Medium,3959679,2024-12-22,2026-01-31,Completed,62
PRJ00819,AI Transformation 819,HSBC,High,2909959,2025-11-23,2027-07-14,On Hold,158
PRJ00820,Healthcare Transformation 820,Google,Medium,3132955,2025-06-08,2026-02-20,Completed,106
PRJ00821,Cloud Transformation 821,Oracle,Medium,6683345,2024-07-27,2025-10-25,Completed,93
PRJ00822,Cloud Transformation 822,Oracle,High,7503988,2025-01-17,2026-04-13,Completed,163
PRJ00823,Cloud Transformation 823,Microsoft,High,1158401,2024-04-06,2025-10-02,Completed,139
PRJ00824,Healthcare Transformation 824,Amazon,Low,854528,2025-09-09,2027-06-22,Active,189
PRJ00825,ERP Transformation 825,Infosys,Low,7787761,2026-02-05,2027-08-26,Active,483
PRJ00826,ERP Transformation 826,Deloitte,High,6792876,2024-06-09,2026-05-13,Completed,105
PRJ00827,Analytics Transformation 827,Deloitte,Medium,5036290,2026-07-18,2027-07-09,Active,258
PRJ00828,Analytics Transformation 828,Google,Medium,1509721,2024-07-15,2026-02-18,Completed,175
PRJ00829,Banking Transformation 829,Amazon,High,6154786,2025-12-22,2027-03-23,Active,545
PRJ00830,ERP Transformation 830,Accenture,Low,7729654,2025-01-11,2025-10-21,Completed,42
PRJ00831,Cloud Transformation 831,HSBC,Medium,5642921,2024-08-15,2025-11-07,Completed,171
PRJ00832,Retail Transformation 832,Oracle,Medium,6378003,2024-06-21,2026-05-12,Completed,49
PRJ00833,ERP Transformation 833,Infosys,High,5293332,2026-02-09,2027-05-06,Active,271
PRJ00834,Analytics Transformation 834,Microsoft,Low,2764497,2024-09-05,2025-10-24,Completed,41
PRJ00835,Analytics Transformation 835,Deloitte,High,1723425,2025-11-03,2027-05-22,Active,415
PRJ00836,Retail Transformation 836,Amazon,High,4035971,2025-08-01,2026-12-28,Active,869
PRJ00837,Healthcare Transformation 837,TCS,Low,3148512,2025-03-23,2027-08-31,Active,243
PRJ00838,Healthcare Transformation 838,IBM,High,3842037,2026-03-14,2027-02-18,Active,122
PRJ00839,Cloud Transformation 839,HSBC,Medium,7537804,2025-09-24,2026-05-23,Completed,161
PRJ00840,ERP Transformation 840,Accenture,Medium,5200556,2025-12-27,2027-04-02,Active,89
PRJ00841,ERP Transformation 841,Amazon,Medium,1517013,2025-06-26,2027-02-21,Active,263
PRJ00842,Healthcare Transformation 842,IBM,Low,5945305,2024-09-20,2025-10-08,Completed,57
PRJ00843,ERP Transformation 843,Accenture,Low,4781919,2025-03-31,2027-03-07,Active,457
PRJ00844,AI Transformation 844,Deloitte,Low,2903533,2025-08-02,2027-05-29,Active,239
PRJ00845,Analytics Transformation 845,Google,Low,7275622,2025-04-12,2026-12-26,Active,254
PRJ00846,Healthcare Transformation 846,IBM,Medium,7621095,2026-01-11,2027-09-01,On Hold,163
PRJ00847,ERP Transformation 847,Oracle,Medium,3158167,2026-07-05,2027-01-03,On Hold,77
PRJ00848,Healthcare Transformation 848,Deloitte,Medium,7946498,2025-08-16,2027-02-26,Active,202
PRJ00849,Banking Transformation 849,IBM,Low,4277295,2025-05-30,2027-04-16,Active,427
PRJ00850,Cloud Transformation 850,Oracle,Low,2610968,2025-10-21,2026-05-12,Completed,160
PRJ00851,Cloud Transformation 851,Google,Medium,1364104,2025-08-21,2026-11-22,On Hold,212
PRJ00852,AI Transformation 852,Deloitte,Low,6917254,2025-04-24,2025-12-15,Completed,138
PRJ00853,Healthcare Transformation 853,Google,High,5993134,2026-06-22,2027-02-24,On Hold,221
