AssignmentID,EmployeeID,ProjectID,AllocationPercent,AssignmentStart,AssignmentEnd,Status
78679,EMP0059522,PRJ00437,70,2026-06-23,,Assigned
78680,EMP0059522,PRJ00434,30,2026-07-02,,Assigned
78681,EMP0017634,PRJ00419,100,2026-03-27,,Assigned
78682,EMP0062657,PRJ00455,100,2025-11-13,,Assigned
78683,EMP0057930,PRJ00430,100,2026-06-04,,Assigned
78684,EMP0031133,PRJ00446,100,2026-01-01,,Assigned
78685,EMP0037885,PRJ00457,70,2025-09-02,,Assigned
78686,EMP0037885,PRJ00454,30,2025-04-29,,Assigned
78687,EMP0022189,PRJ00380,100,2025-08-12,,Assigned
78688,EMP0036010,PRJ00460,100,2025-08-26,,Assigned
78689,EMP0013348,PRJ00450,100,2026-05-14,,Assigned
78690,EMP0029222,PRJ00471,70,2025-04-07,,Assigned
78691,EMP0029222,PRJ00480,30,2025-08-16,,Assigned
78692,EMP0041609,PRJ00386,100,2026-02-02,,Assigned
78693,EMP0083350,PRJ00468,100,2026-01-27,,Assigned
78694,EMP0095027,PRJ00444,70,2025-10-03,,Assigned
78695,EMP0095027,PRJ00473,30,2025-08-18,,Assigned
78696,EMP0076167,PRJ00487,100,2025-10-06,,Assigned
78697,EMP0018946,PRJ00469,100,2025-06-26,,Assigned
78698,EMP0018628,PRJ00466,100,2025-04-11,,Assigned
78699,EMP0012912,PRJ00484,100,2025-03-26,,Assigned
78700,EMP0007816,PRJ00486,100,2025-07-13,,Assigned
78701,EMP0048231,PRJ00497,100,2026-04-25,,Assigned
78702,EMP0041178,PRJ00496,100,2025-12-23,,Assigned
78703,EMP0012929,PRJ00504,100,2025-07-24,,Assigned
78704,EMP0045821,PRJ00506,100,2026-08-10,,Assigned
78705,EMP0051594,PRJ00441,100,2025-08-29,,Assigned
78706,EMP0057235,PRJ00491,100,2025-05-01,,Assigned
78707,EMP0001545,PRJ00514,100,2026-03-22,,Assigned
78708,EMP0040865,PRJ00517,100,2026-08-08,,Assigned
78709,EMP0021117,PRJ00459,100,2026-04-23,,Assigned
78710,EMP0079185,PRJ00510,100,2026-05-22,,Assigned
78711,EMP0046328,PRJ00518,100,2026-01-11,,Assigned
78712,EMP0082666,PRJ00500,100,2025-06-12,,Assigned
78713,EMP0011771,PRJ00527,60,2025-08-20,,Assigned
78714,EMP0011771,PRJ00531,40,2025-11-26,,Assigned
78715,EMP0088157,PRJ00515,40,2026-05-10,,Assigned
78716,EMP0088157,PRJ00499,30,2025-07-07,,Assigned
78717,EMP0088157,PRJ00522,30,2025-10-03,,Assigned
78718,EMP0096264,PRJ00520,100,2025-04-16,,Assigned
78719,EMP0073301,PRJ00493,60,2025-10-23,,Assigned
78720,EMP0073301,PRJ00521,40,2026-01-14,,Assigned
78721,EMP0006332,PRJ00557,100,2026-06-04,,Assigned
78722,EMP0072603,PRJ00524,50,2025-06-13,,Assigned
78723,EMP0072603,PRJ00535,50,2025-07-31,,Assigned
78724,EMP0025007,PRJ00566,100,2025-11-09,,Assigned
78725,EMP0077867,PRJ00543,100,2025-05-22,,Assigned
78726,EMP0007433,PRJ00548,100,2026-01-04,,Assigned
78727,EMP0072147,PRJ00555,100,2025-09-02,,Assigned
78728,EMP0062293,PRJ00533,100,2026-07-23,,Assigned
78729,EMP0088473,PRJ00564,100,2025-12-02,,Assigned
78730,EMP0001404,PRJ00576,100,2026-02-21,,Assigned
78731,EMP0082673,PRJ00583,60,2026-04-23,,Assigned
78732,EMP0082673,PRJ00571,40,2025-07-02,,Assigned
78733,EMP0080042,PRJ00569,100,2025-11-16,,Assigned
78734,EMP0061221,PRJ00594,50,2026-01-17,,Assigned
78735,EMP0061221,PRJ00579,30,2025-08-05,,Assigned
78736,EMP0061221,PRJ00596,20,2026-05-28,,Assigned
78737,EMP0012738,PRJ00606,100,2025-07-01,,Assigned
78738,EMP0083439,PRJ00526,50,2025-10-07,,Assigned
78739,EMP0083439,PRJ00589,50,2025-05-29,,Assigned
78740,EMP0039991,PRJ00611,100,2025-07-10,,Assigned
78741,EMP0040416,PRJ00607,100,2025-12-28,,Assigned
78742,EMP0043314,PRJ00612,100,2025-10-20,,Assigned
78743,EMP0052886,PRJ00624,100,2025-08-19,,Assigned
78744,EMP0082142,PRJ00622,100,2025-11-19,,Assigned
78745,EMP0037839,PRJ00631,50,2026-08-10,,Assigned
78746,EMP0037839,PRJ00585,50,2026-06-30,,Assigned
78747,EMP0068167,PRJ00556,100,2025-11-03,,Assigned
78748,EMP0041462,PRJ00560,100,2026-06-28,,Assigned
78749,EMP0089424,PRJ00630,100,2025-07-18,,Assigned
78750,EMP0062403,PRJ00635,100,2026-03-23,,Assigned
78751,EMP0056327,PRJ00640,100,2026-01-19,,Assigned
78752,EMP0054327,PRJ00603,100,2025-10-17,,Assigned
78753,EMP0023244,PRJ00632,100,2025-09-19,,Assigned
78754,EMP0052238,PRJ00546,100,2025-05-12,,Assigned
78755,EMP0028135,PRJ00572,60,2025-06-28,,Assigned
78756,EMP0028135,PRJ00634,40,2026-08-11,,Assigned
78757,EMP0076654,PRJ00642,50,2025-12-14,,Assigned
78758,EMP0076654,PRJ00648,50,2026-01-31,,Assigned
78759,EMP0033223,PRJ00641,50,2025-06-23,,Assigned
78760,EMP0033223,PRJ00658,50,2025-03-23,,Assigned
78761,EMP0080090,PRJ00649,100,2026-06-05,,Assigned
78762,EMP0039540,PRJ00644,100,2025-08-08,,Assigned
78763,EMP0061466,PRJ00604,100,2025-04-07,,Assigned
78764,EMP0097055,PRJ00681,100,2025-04-03,,Assigned
78765,EMP0003765,PRJ00646,50,2026-02-05,,Assigned
78766,EMP0003765,PRJ00686,25,2025-05-15,,Assigned
78767,EMP0003765,PRJ00678,25,2026-06-18,,Assigned
78768,EMP0024105,PRJ00683,60,2025-11-19,,Assigned
78769,EMP0024105,PRJ00685,40,2026-04-09,,Assigned
78770,EMP0075599,PRJ00623,50,2025-06-12,,Assigned
78771,EMP0075599,PRJ00694,25,2025-06-22,,Assigned
78772,EMP0075599,PRJ00689,25,2026-02-02,,Assigned
78773,EMP0051632,PRJ00684,100,2025-11-22,,Assigned
78774,EMP0073811,PRJ00664,100,2026-05-01,,Assigned
78775,EMP0014470,PRJ00637,100,2025-05-15,,Assigned
78776,EMP0056506,PRJ00692,100,2026-08-14,,Assigned
78777,EMP0020260,PRJ00698,100,2025-06-20,,Assigned
78778,EMP0076064,PRJ00701,70,2025-12-23,,Assigned
78779,EMP0076064,PRJ00638,30,2025-05-11,,Assigned
78780,EMP0072546,PRJ00702,100,2026-07-21,,Assigned
78781,EMP0092275,PRJ00708,100,2025-11-04,,Assigned
78782,EMP0081542,PRJ00688,100,2026-04-13,,Assigned
78783,EMP0047113,PRJ00704,60,2026-06-22,,Assigned
78784,EMP0047113,PRJ00709,40,2025-08-28,,Assigned
78785,EMP0096223,PRJ00661,100,2026-07-26,,Assigned
78786,EMP0025256,PRJ00710,70,2026-05-15,,Assigned
78787,EMP0025256,PRJ00721,30,2025-07-13,,Assigned
78788,EMP0090892,PRJ00725,100,2025-09-28,,Assigned
78789,EMP0085995,PRJ00711,100,2025-10-31,,Assigned
78790,EMP0045472,PRJ00726,100,2026-02-12,,Assigned
78791,EMP0055082,PRJ00730,100,2025-06-19,,Assigned
78792,EMP0045906,PRJ00706,50,2025-04-05,,Assigned
78793,EMP0045906,PRJ00695,50,2025-10-11,,Assigned
78794,EMP0072432,PRJ00731,100,2025-05-08,,Assigned
78795,EMP0005709,PRJ00736,60,2026-04-29,,Assigned
78796,EMP0005709,PRJ00737,40,2026-05-01,,Assigned
78797,EMP0064337,PRJ00716,60,2026-06-23,,Assigned
78798,EMP0064337,PRJ00728,40,2026-01-20,,Assigned
78799,EMP0004606,PRJ00720,100,2025-09-17,,Assigned
78800,EMP0099604,PRJ00744,100,2026-03-23,,Assigned
78801,EMP0016164,PRJ00742,100,2025-10-02,,Assigned
78802,EMP0004655,PRJ00717,100,2026-01-27,,Assigned
78803,EMP0046871,PRJ00743,100,2026-02-12,,Assigned
78804,EMP0017414,PRJ00752,100,2026-03-19,,Assigned
78805,EMP0032406,PRJ00749,100,2026-02-19,,Assigned
78806,EMP0034544,PRJ00745,70,2025-11-14,,Assigned
78807,EMP0034544,PRJ00767,30,2025-09-11,,Assigned
78808,EMP0040754,PRJ00733,50,2026-03-23,,Assigned
78809,EMP0040754,PRJ00734,25,2025-12-08,,Assigned
78810,EMP0040754,PRJ00772,25,2026-02-03,,Assigned
78811,EMP0023263,PRJ00770,100,2025-05-20,,Assigned
78812,EMP0062620,PRJ00732,100,2026-03-03,,Assigned
78813,EMP0086370,PRJ00761,100,2025-06-06,,Assigned
78814,EMP0096672,PRJ00776,100,2026-04-28,,Assigned
78815,EMP0057029,PRJ00778,70,2025-12-12,,Assigned
78816,EMP0057029,PRJ00746,30,2026-06-02,,Assigned
78817,EMP0099620,PRJ00758,100,2025-05-22,,Assigned
78818,EMP0024872,PRJ00740,50,2026-04-20,,Assigned
78819,EMP0024872,PRJ00785,30,2026-02-20,,Assigned
78820,EMP0024872,PRJ00784,20,2025-06-20,,Assigned
78821,EMP0028222,PRJ00783,100,2026-05-19,,Assigned
78822,EMP0011047,PRJ00792,100,2025-05-07,,Assigned
78823,EMP0090367,PRJ00771,100,2025-09-24,,Assigned
78824,EMP0009005,PRJ00803,60,2025-06-19,,Assigned
78825,EMP0009005,PRJ00738,40,2025-07-28,,Assigned
78826,EMP0050049,PRJ00808,100,2025-11-23,,Assigned
78827,EMP0054149,PRJ00806,100,2025-09-21,,Assigned
78828,EMP0093846,PRJ00807,100,2025-06-29,,Assigned
78829,EMP0044549,PRJ00812,60,2025-10-20,,Assigned
78830,EMP0044549,PRJ00779,40,2026-08-03,,Assigned
78831,EMP0032028,PRJ00775,100,2026-06-04,,Assigned
78832,EMP0085612,PRJ00793,100,2026-04-17,,Assigned
78833,EMP0032224,PRJ00816,100,2026-02-02,,Assigned
78834,EMP0018830,PRJ00800,50,2025-09-11,,Assigned
78835,EMP0018830,PRJ00819,30,2025-11-23,,Assigned
78836,EMP0018830,PRJ00829,20,2025-12-22,,Assigned
78837,EMP0078440,PRJ00798,70,2025-12-10,,Assigned
78838,EMP0078440,PRJ00836,30,2025-08-01,,Assigned
78839,EMP0059752,PRJ00825,100,2026-02-05,,Assigned
78840,EMP0037680,PRJ00787,100,2025-08-29,,Assigned
78841,EMP0007939,PRJ00811,100,2026-07-10,,Assigned
78842,EMP0021170,PRJ00835,100,2025-11-03,,Assigned
78843,EMP0025490,PRJ00763,70,2025-11-11,,Assigned
78844,EMP0025490,PRJ00824,30,2025-09-09,,Assigned
78845,EMP0080759,PRJ00846,100,2026-01-11,,Assigned
78846,EMP0015930,PRJ00843,100,2025-03-31,,Assigned
78847,EMP0037783,PRJ00841,100,2025-06-26,,Assigned
78848,EMP0019014,PRJ00837,50,2025-03-23,,Assigned
78849,EMP0019014,PRJ00849,30,2025-05-30,,Assigned
78850,EMP0019014,PRJ00844,20,2025-08-02,,Assigned
78851,EMP0061422,PRJ00854,60,2026-01-27,,Assigned
78852,EMP0061422,PRJ00838,40,2026-03-14,,Assigned
78853,EMP0062542,PRJ00862,70,2026-08-10,,Assigned
78854,EMP0062542,PRJ00845,30,2025-04-12,,Assigned
78855,EMP0018596,PRJ00833,40,2026-02-09,,Assigned
78856,EMP0018596,PRJ00860,30,2025-12-31,,Assigned
78857,EMP0018596,PRJ00865,30,2026-01-27,,Assigned
78858,EMP0065625,PRJ00863,100,2025-07-02,,Assigned
78859,EMP0019989,PRJ00848,100,2025-08-16,,Assigned
78860,EMP0020745,PRJ00866,70,2025-11-23,,Assigned
78861,EMP0020745,PRJ00856,30,2025-05-31,,Assigned
78862,EMP0074029,PRJ00851,40,2025-08-21,,Assigned
78863,EMP0074029,PRJ00867,30,2025-06-26,,Assigned
78864,EMP0074029,PRJ00884,30,2025-08-20,,Assigned
78865,EMP0050941,PRJ00874,100,2026-05-14,,Assigned
78866,EMP0011250,PRJ00880,100,2026-03-01,,Assigned
78867,EMP0087253,PRJ00890,50,2025-06-21,,Assigned
78868,EMP0087253,PRJ00869,50,2026-05-10,,Assigned
78869,EMP0076786,PRJ00889,60,2025-05-03,,Assigned
78870,EMP0076786,PRJ00857,40,2026-03-28,,Assigned
78871,EMP0022631,PRJ00887,50,2026-01-02,,Assigned
78872,EMP0022631,PRJ00891,50,2025-11-28,,Assigned
78873,EMP0038455,PRJ00893,50,2025-11-12,,Assigned
78874,EMP0038455,PRJ00883,50,2025-08-28,,Assigned
78875,EMP0002408,PRJ00894,100,2026-05-28,,Assigned
78876,EMP0044616,PRJ00900,100,2026-02-11,,Assigned
78877,EMP0086207,PRJ00908,100,2025-11-06,,Assigned
78878,EMP0064405,PRJ00898,50,2026-04-05,,Assigned
78879,EMP0064405,PRJ00853,50,2026-06-22,,Assigned
78880,EMP0092575,PRJ00871,100,2026-04-17,,Assigned
78881,EMP0075481,PRJ00907,100,2025-09-12,,Assigned
78882,EMP0048097,PRJ00892,100,2025-07-13,,Assigned
78883,EMP0004034,PRJ00827,100,2026-07-18,,Assigned
78884,EMP0014046,PRJ00896,100,2026-05-15,,Assigned
78885,EMP0060015,PRJ00909,100,2025-06-18,,Assigned
78886,EMP0033833,PRJ00901,70,2025-06-19,,Assigned
78887,EMP0033833,PRJ00923,30,2025-11-29,,Assigned
78888,EMP0007254,PRJ00921,100,2026-03-04,,Assigned
78889,EMP0025454,PRJ00932,100,2026-04-17,,Assigned
78890,EMP0058554,PRJ00922,100,2026-05-28,,Assigned
78891,EMP0003418,PRJ00920,50,2025-10-10,,Assigned
78892,EMP0003418,PRJ00926,30,2026-06-09,,Assigned
78893,EMP0003418,PRJ00931,20,2025-10-03,,Assigned
78894,EMP0036822,PRJ00941,70,2025-09-16,,Assigned
78895,EMP0036822,PRJ00878,30,2026-07-24,,Assigned
78896,EMP0064735,PRJ00936,100,2026-05-02,,Assigned
78897,EMP0095331,PRJ00954,100,2025-05-21,,Assigned
78898,EMP0033653,PRJ00929,100,2026-06-30,,Assigned
78899,EMP0025718,PRJ00952,70,2025-05-02,,Assigned
78900,EMP0025718,PRJ00919,30,2026-01-04,,Assigned
78901,EMP0020963,PRJ00933,40,2026-07-02,,Assigned
78902,EMP0020963,PRJ00944,30,2026-03-11,,Assigned
78903,EMP0020963,PRJ00959,30,2026-02-04,,Assigned
78904,EMP0070315,PRJ00957,100,2025-10-05,,Assigned
78905,EMP0084885,PRJ00961,70,2026-04-23,,Assigned
78906,EMP0084885,PRJ00955,30,2025-05-14,,Assigned
78907,EMP0015253,PRJ00965,100,2025-11-19,,Assigned
78908,EMP0026670,PRJ00967,100,2026-07-25,,Assigned
78909,EMP0070987,PRJ00971,50,2025-04-21,,Assigned
78910,EMP0070987,PRJ00966,25,2025-06-17,,Assigned
78911,EMP0070987,PRJ00974,25,2025-09-24,,Assigned
78912,EMP0050574,PRJ00964,70,2026-02-01,,Assigned
78913,EMP0050574,PRJ00975,30,2025-04-02,,Assigned
78914,EMP0084825,PRJ00978,100,2026-03-20,,Assigned
78915,EMP0097515,PRJ00962,100,2025-03-28,,Assigned
78916,EMP0025225,PRJ00987,50,2026-02-11,,Assigned
78917,EMP0025225,PRJ00934,50,2025-05-27,,Assigned
78918,EMP0029746,PRJ00986,100,2025-10-14,,Assigned
78919,EMP0014142,PRJ00993,100,2025-03-23,,Assigned
78920,EMP0009191,PRJ00991,100,2025-09-26,,Assigned
78921,EMP0096589,PRJ00995,60,2025-08-17,,Assigned
78922,EMP0096589,PRJ00912,40,2026-03-13,,Assigned
78923,EMP0041651,PRJ00980,100,2025-10-07,,Assigned
78924,EMP0097047,PRJ00994,100,2025-08-06,,Assigned
78925,EMP0008878,PRJ00981,100,2026-01-17,,Assigned
78926,EMP0005606,PRJ00938,100,2025-11-18,,Assigned
78927,EMP0047553,PRJ00996,100,2025-07-03,,Assigned
78928,EMP0044746,PRJ00999,70,2026-03-02,,Assigned
78929,EMP0044746,PRJ00915,30,2026-04-09,,Assigned
78930,EMP0043041,PRJ00012,70,2025-08-20,,Assigned
78931,EMP0043041,PRJ00009,30,2025-05-18,,Assigned
78932,EMP0029346,PRJ00988,100,2025-06-21,,Assigned
78933,EMP0017088,PRJ00970,100,2025-12-26,,Assigned
78934,EMP0060803,PRJ00014,100,2026-04-24,,Assigned
78935,EMP0062279,PRJ00024,100,2025-05-23,,Assigned
78936,EMP0048034,PRJ00033,100,2025-10-17,,Assigned
78937,EMP0049974,PRJ00022,100,2025-08-31,,Assigned
78938,EMP0029324,PRJ00028,100,2026-07-05,,Assigned
78939,EMP0093873,PRJ00004,70,2025-08-20,,Assigned
78940,EMP0093873,PRJ00017,30,2025-12-23,,Assigned
78941,EMP0016879,PRJ00001,100,2026-08-02,,Assigned
78942,EMP0074571,PRJ00046,100,2025-10-22,,Assigned
78943,EMP0060468,PRJ00984,100,2025-10-10,,Assigned
78944,EMP0094090,PRJ00029,100,2026-06-11,,Assigned
78945,EMP0055389,PRJ00048,100,2026-07-10,,Assigned
78946,EMP0064706,PRJ00047,100,2025-11-30,,Assigned
78947,EMP0033971,PRJ00054,100,2025-05-20,,Assigned
78948,EMP0031763,PRJ00056,100,2026-03-14,,Assigned
78949,EMP0032791,PRJ00036,100,2025-12-15,,Assigned
78950,EMP0095239,PRJ00038,100,2025-09-04,,Assigned
78951,EMP0032776,PRJ00041,100,2025-12-31,,Assigned
78952,EMP0016094,PRJ00070,100,2025-11-13,,Assigned
78953,EMP0062148,PRJ00051,50,2026-04-14,,Assigned
78954,EMP0062148,PRJ00013,30,2026-04-11,,Assigned
78955,EMP0062148,PRJ00075,20,2025-09-29,,Assigned
78956,EMP0063212,PRJ00044,100,2026-04-01,,Assigned
78957,EMP0060309,PRJ00071,70,2025-03-29,,Assigned
78958,EMP0060309,PRJ00043,30,2026-04-27,,Assigned
78959,EMP0087399,PRJ00066,100,2026-01-16,,Assigned
78960,EMP0017337,PRJ00076,100,2025-09-07,,Assigned
78961,EMP0021895,PRJ00084,100,2025-07-17,,Assigned
78962,EMP0072302,PRJ00081,70,2025-04-10,,Assigned
78963,EMP0072302,PRJ00023,30,2026-06-18,,Assigned
78964,EMP0077149,PRJ00088,70,2026-06-13,,Assigned
78965,EMP0077149,PRJ00087,30,2025-08-23,,Assigned
78966,EMP0089466,PRJ00073,100,2026-05-09,,Assigned
78967,EMP0078343,PRJ00074,100,2025-11-12,,Assigned
78968,EMP0081705,PRJ00090,100,2025-11-29,,Assigned
78969,EMP0037196,PRJ00053,100,2026-07-08,,Assigned
78970,EMP0037404,PRJ00058,100,2026-05-02,,Assigned
78971,EMP0088687,PRJ00078,100,2025-10-03,,Assigned
78972,EMP0059888,PRJ00077,100,2026-05-08,,Assigned
78973,EMP0038709,PRJ00094,100,2026-06-05,,Assigned
78974,EMP0023639,PRJ00092,40,2025-11-21,,Assigned
78975,EMP0023639,PRJ00099,30,2026-03-28,,Assigned
78976,EMP0023639,PRJ00097,30,2025-07-19,,Assigned
78977,EMP0050565,PRJ00115,100,2025-08-17,,Assigned
78978,EMP0096831,PRJ00100,100,2025-07-02,,Assigned
78979,EMP0002762,PRJ00082,100,2025-10-01,,Assigned
78980,EMP0078435,PRJ00124,70,2025-12-15,,Assigned
78981,EMP0078435,PRJ00101,30,2025-11-14,,Assigned
78982,EMP0087101,PRJ00125,100,2026-02-15,,Assigned
78983,EMP0079159,PRJ00116,50,2026-03-29,,Assigned
78984,EMP0079159,PRJ00132,50,2025-06-20,,Assigned
78985,EMP0052075,PRJ00137,100,2025-08-01,,Assigned
78986,EMP0099225,PRJ00110,60,2025-05-07,,Assigned
78987,EMP0099225,PRJ00120,40,2026-02-21,,Assigned
78988,EMP0074982,PRJ00147,50,2026-05-17,,Assigned
78989,EMP0074982,PRJ00151,25,2026-03-06,,Assigned
78990,EMP0074982,PRJ00091,25,2025-12-14,,Assigned
78991,EMP0038578,PRJ00131,70,2026-01-01,,Assigned
78992,EMP0038578,PRJ00121,30,2026-05-09,,Assigned
78993,EMP0028134,PRJ00106,100,2025-04-15,,Assigned
78994,EMP0013157,PRJ00163,40,2026-02-25,,Assigned
78995,EMP0013157,PRJ00142,30,2025-05-06,,Assigned
78996,EMP0013157,PRJ00157,30,2025-05-04,,Assigned
78997,EMP0034565,PRJ00136,100,2025-03-26,,Assigned
78998,EMP0078692,PRJ00164,70,2025-05-26,,Assigned
78999,EMP0078692,PRJ00154,30,2026-05-02,,Assigned
79000,EMP0001571,PRJ00176,50,2026-05-19,,Assigned
79001,EMP0001571,PRJ00168,50,2026-08-07,,Assigned
79002,EMP0047997,PRJ00177,100,2025-12-03,,Assigned
79003,EMP0083374,PRJ00161,100,2025-06-03,,Assigned
79004,EMP0023943,PRJ00179,50,2026-07-08,,Assigned
79005,EMP0023943,PRJ00152,50,2025-03-27,,Assigned
79006,EMP0030896,PRJ00135,100,2026-04-21,,Assigned
79007,EMP0056895,PRJ00173,100,2025-08-19,,Assigned
79008,EMP0048946,PRJ00167,70,2026-02-26,,Assigned
79009,EMP0048946,PRJ00181,30,2026-06-21,,Assigned
79010,EMP0008454,PRJ00148,100,2026-01-03,,Assigned
79011,EMP0033843,PRJ00190,100,2026-06-03,,Assigned
79012,EMP0050638,PRJ00197,70,2025-11-11,,Assigned
79013,EMP0050638,PRJ00201,30,2025-04-16,,Assigned
79014,EMP0075799,PRJ00184,100,2025-10-08,,Assigned
79015,EMP0047218,PRJ00185,100,2025-08-10,,Assigned
79016,EMP0093131,PRJ00208,100,2025-07-29,,Assigned
79017,EMP0002690,PRJ00206,100,2026-08-01,,Assigned
79018,EMP0007388,PRJ00170,100,2025-06-04,,Assigned
79019,EMP0070993,PRJ00210,50,2025-05-28,,Assigned
79020,EMP0070993,PRJ00220,50,2025-04-20,,Assigned
79021,EMP0032358,PRJ00196,100,2026-06-06,,Assigned
79022,EMP0026423,PRJ00218,100,2026-06-28,,Assigned
79023,EMP0059887,PRJ00202,50,2026-08-04,,Assigned
79024,EMP0059887,PRJ00215,30,2025-11-05,,Assigned
79025,EMP0059887,PRJ00203,20,2026-05-01,,Assigned
79026,EMP0011370,PRJ00155,40,2025-12-09,,Assigned
79027,EMP0011370,PRJ00223,30,2025-10-25,,Assigned
79028,EMP0011370,PRJ00233,30,2026-07-22,,Assigned
79029,EMP0033929,PRJ00240,100,2026-02-10,,Assigned
79030,EMP0084537,PRJ00231,100,2025-12-31,,Assigned
79031,EMP0006947,PRJ00225,100,2026-03-31,,Assigned
79032,EMP0060459,PRJ00230,100,2025-09-03,,Assigned
79033,EMP0036903,PRJ00237,70,2026-07-24,,Assigned
79034,EMP0036903,PRJ00214,30,2025-10-09,,Assigned
79035,EMP0053311,PRJ00253,40,2025-06-12,,Assigned
79036,EMP0053311,PRJ00251,30,2025-11-04,,Assigned
79037,EMP0053311,PRJ00256,30,2025-07-06,,Assigned
79038,EMP0044979,PRJ00267,70,2025-05-09,,Assigned
79039,EMP0044979,PRJ00268,30,2025-07-12,,Assigned
79040,EMP0057671,PRJ00209,100,2025-12-26,,Assigned
79041,EMP0078940,PRJ00246,50,2025-05-20,,Assigned
79042,EMP0078940,PRJ00259,50,2026-07-02,,Assigned
79043,EMP0068584,PRJ00270,100,2026-02-05,,Assigned
79044,EMP0021002,PRJ00269,100,2025-06-30,,Assigned
79045,EMP0092641,PRJ00248,60,2025-07-03,,Assigned
79046,EMP0092641,PRJ00241,40,2025-11-19,,Assigned
79047,EMP0010363,PRJ00264,50,2026-05-28,,Assigned
79048,EMP0010363,PRJ00285,25,2026-06-07,,Assigned
79049,EMP0010363,PRJ00236,25,2025-12-01,,Assigned
79050,EMP0093723,PRJ00282,100,2025-07-08,,Assigned
79051,EMP0027116,PRJ00281,100,2026-05-11,,Assigned
79052,EMP0025364,PRJ00280,100,2026-03-18,,Assigned
79053,EMP0006363,PRJ00277,100,2025-10-07,,Assigned
79054,EMP0051056,PRJ00289,60,2025-11-09,,Assigned
79055,EMP0051056,PRJ00297,40,2026-02-09,,Assigned
79056,EMP0035125,PRJ00180,40,2025-08-26,,Assigned
79057,EMP0035125,PRJ00306,30,2025-11-06,,Assigned
79058,EMP0035125,PRJ00292,30,2026-02-07,,Assigned
79059,EMP0062338,PRJ00286,100,2025-06-15,,Assigned
79060,EMP0074962,PRJ00296,100,2025-10-04,,Assigned
79061,EMP0093864,PRJ00287,100,2026-07-13,,Assigned
79062,EMP0073997,PRJ00304,60,2025-12-06,,Assigned
79063,EMP0073997,PRJ00283,40,2025-09-23,,Assigned
79064,EMP0001797,PRJ00310,100,2026-07-12,,Assigned
79065,EMP0042431,PRJ00291,50,2025-07-30,,Assigned
79066,EMP0042431,PRJ00322,50,2026-01-19,,Assigned
79067,EMP0059088,PRJ00332,100,2025-08-07,,Assigned
79068,EMP0096567,PRJ00224,100,2025-10-04,,Assigned
79069,EMP0077822,PRJ00325,100,2026-03-04,,Assigned
79070,EMP0071204,PRJ00336,40,2026-05-05,,Assigned
79071,EMP0071204,PRJ00340,30,2025-12-07,,Assigned
79072,EMP0071204,PRJ00331,30,2025-11-13,,Assigned
79073,EMP0035847,PRJ00307,100,2025-08-21,,Assigned
79074,EMP0067214,PRJ00349,100,2025-11-15,,Assigned
79075,EMP0076216,PRJ00348,100,2025-09-09,,Assigned
79076,EMP0027576,PRJ00288,100,2025-05-18,,Assigned
79077,EMP0014222,PRJ00318,50,2025-08-11,,Assigned
79078,EMP0014222,PRJ00363,25,2026-01-23,,Assigned
79079,EMP0014222,PRJ00347,25,2025-08-07,,Assigned
79080,EMP0085929,PRJ00367,100,2026-08-07,,Assigned
79081,EMP0044471,PRJ00370,100,2026-08-11,,Assigned
79082,EMP0054007,PRJ00368,100,2026-05-17,,Assigned
79083,EMP0018765,PRJ00313,70,2025-07-17,,Assigned
79084,EMP0018765,PRJ00357,30,2025-10-18,,Assigned
79085,EMP0025361,PRJ00379,100,2026-05-30,,Assigned
79086,EMP0077765,PRJ00372,100,2025-08-25,,Assigned
79087,EMP0018243,PRJ00365,70,2025-12-05,,Assigned
79088,EMP0018243,PRJ00380,30,2025-08-12,,Assigned
79089,EMP0077655,PRJ00362,70,2025-06-05,,Assigned
79090,EMP0077655,PRJ00316,30,2025-11-05,,Assigned
79091,EMP0091209,PRJ00359,50,2025-08-31,,Assigned
79092,EMP0091209,PRJ00388,25,2026-04-22,,Assigned
79093,EMP0091209,PRJ00352,25,2025-08-19,,Assigned
79094,EMP0008923,PRJ00395,50,2025-09-04,,Assigned
79095,EMP0008923,PRJ00401,30,2025-04-06,,Assigned
79096,EMP0008923,PRJ00376,20,2025-09-08,,Assigned
79097,EMP0052710,PRJ00390,60,2026-05-27,,Assigned
79098,EMP0052710,PRJ00386,40,2026-02-02,,Assigned
79099,EMP0023777,PRJ00387,50,2026-06-15,,Assigned
79100,EMP0023777,PRJ00405,50,2025-12-12,,Assigned
79101,EMP0070279,PRJ00415,100,2025-06-11,,Assigned
79102,EMP0067957,PRJ00392,100,2025-12-29,,Assigned
79103,EMP0023953,PRJ00418,100,2026-08-11,,Assigned
79104,EMP0076586,PRJ00409,100,2025-12-19,,Assigned
79105,EMP0091528,PRJ00377,100,2025-07-07,,Assigned
79106,EMP0011101,PRJ00424,100,2026-07-17,,Assigned
79107,EMP0040161,PRJ00389,100,2025-11-09,,Assigned
79108,EMP0064437,PRJ00430,100,2026-06-04,,Assigned
79109,EMP0080586,PRJ00427,100,2025-05-11,,Assigned
79110,EMP0042471,PRJ00394,100,2026-03-19,,Assigned
79111,EMP0093979,PRJ00404,100,2026-07-25,,Assigned
79112,EMP0098464,PRJ00441,100,2025-08-29,,Assigned
79113,EMP0033055,PRJ00417,60,2026-02-04,,Assigned
79114,EMP0033055,PRJ00420,40,2026-01-06,,Assigned
