ReviewID,EmployeeID,ReviewDate,PerformanceScore,PerformanceRating
REV00133317,EMP0050078,2025-12-31,3.3,3
REV00133318,EMP0050079,2023-12-31,4.0,4
REV00133319,EMP0050079,2024-12-31,3.7,3
REV00133320,EMP0050079,2025-12-31,3.2,3
REV00133321,EMP0050080,2023-12-31,3.8,3
REV00133322,EMP0050080,2024-12-31,3.6,3
REV00133323,EMP0050080,2025-12-31,4.0,4
REV00133324,EMP0050081,2023-12-31,3.7,3
REV00133325,EMP0050081,2024-12-31,4.0,4
REV00133326,EMP0050081,2025-12-31,4.0,4
REV00133327,EMP0050082,2023-12-31,3.9,3
REV00133328,EMP0050082,2024-12-31,4.2,4
REV00133329,EMP0050082,2025-12-31,4.5,4
REV00133330,EMP0050083,2023-12-31,3.4,3
REV00133331,EMP0050083,2024-12-31,3.2,3
REV00133332,EMP0050083,2025-12-31,2.9,2
REV00133333,EMP0050084,2023-12-31,4.1,4
REV00133334,EMP0050084,2024-12-31,4.4,4
REV00133335,EMP0050084,2025-12-31,4.2,4
REV00133336,EMP0050085,2023-12-31,4.3,4
REV00133337,EMP0050085,2024-12-31,4.0,4
REV00133338,EMP0050085,2025-12-31,4.0,4
REV00133339,EMP0050087,2025-12-31,5.0,4
REV00133340,EMP0050088,2023-12-31,4.3,4
REV00133341,EMP0050088,2024-12-31,4.2,4
REV00133342,EMP0050088,2025-12-31,3.9,3
REV00133343,EMP0050089,2023-12-31,4.2,4
REV00133344,EMP0050089,2024-12-31,4.7,4
REV00133345,EMP0050089,2025-12-31,4.8,4
REV00133346,EMP0050090,2023-12-31,4.1,4
REV00133347,EMP0050090,2024-12-31,3.7,3
REV00133348,EMP0050090,2025-12-31,3.3,3
REV00133349,EMP0050091,2024-12-31,3.7,3
REV00133350,EMP0050091,2025-12-31,4.1,4
REV00133351,EMP0050092,2023-12-31,4.2,4
REV00133352,EMP0050092,2024-12-31,4.6,4
REV00133353,EMP0050092,2025-12-31,4.2,4
REV00133354,EMP0050093,2023-12-31,3.6,3
REV00133355,EMP0050093,2024-12-31,4.0,4
REV00133356,EMP0050093,2025-12-31,3.9,3
REV00133357,EMP0050094,2023-12-31,4.4,4
REV00133358,EMP0050094,2024-12-31,4.5,4
REV00133359,EMP0050094,2025-12-31,4.8,4
REV00133360,EMP0050095,2023-12-31,4.1,4
REV00133361,EMP0050095,2024-12-31,4.4,4
REV00133362,EMP0050095,2025-12-31,4.3,4
REV00133363,EMP0050096,2023-12-31,4.1,4
REV00133364,EMP0050096,2024-12-31,4.1,4
REV00133365,EMP0050096,2025-12-31,4.5,4
REV00133366,EMP0050097,2023-12-31,3.8,3
REV00133367,EMP0050097,2024-12-31,3.7,3
REV00133368,EMP0050097,2025-12-31,3.4,3
REV00133369,EMP0050098,2023-12-31,4.8,4
REV00133370,EMP0050098,2024-12-31,5.0,4
REV00133371,EMP0050098,2025-12-31,4.9,4
REV00133372,EMP0050099,2023-12-31,3.8,3
REV00133373,EMP0050099,2024-12-31,3.9,3
REV00133374,EMP0050099,2025-12-31,3.9,3
REV00133375,EMP0050100,2023-12-31,4.3,4
REV00133376,EMP0050100,2024-12-31,4.6,4
REV00133377,EMP0050100,2025-12-31,5.0,4
REV00133378,EMP0050101,2023-12-31,4.0,4
REV00133379,EMP0050101,2024-12-31,3.9,3
REV00133380,EMP0050101,2025-12-31,3.5,3
REV00133381,EMP0050102,2023-12-31,4.2,4
REV00133382,EMP0050102,2024-12-31,4.3,4
REV00133383,EMP0050102,2025-12-31,4.2,4
REV00133384,EMP0050103,2023-12-31,4.3,4
REV00133385,EMP0050103,2024-12-31,4.6,4
REV00133386,EMP0050103,2025-12-31,4.4,4
REV00133387,EMP0050104,2023-12-31,3.6,3
REV00133388,EMP0050104,2024-12-31,3.1,3
REV00133389,EMP0050104,2025-12-31,2.9,2
REV00133390,EMP0050105,2023-12-31,4.9,4
REV00133391,EMP0050105,2024-12-31,5.0,4
REV00133392,EMP0050105,2025-12-31,5.0,4
REV00133393,EMP0050106,2023-12-31,3.9,3
REV00133394,EMP0050106,2024-12-31,3.6,3
REV00133395,EMP0050106,2025-12-31,3.7,3
REV00133396,EMP0050107,2023-12-31,4.0,4
REV00133397,EMP0050107,2024-12-31,4.5,4
REV00133398,EMP0050107,2025-12-31,4.2,4
REV00133399,EMP0050108,2023-12-31,4.0,4
REV00133400,EMP0050108,2024-12-31,4.0,4
REV00133401,EMP0050108,2025-12-31,3.7,3
REV00133402,EMP0050109,2023-12-31,4.2,4
REV00133403,EMP0050109,2024-12-31,4.3,4
REV00133404,EMP0050109,2025-12-31,4.7,4
REV00133405,EMP0050110,2023-12-31,3.9,3
REV00133406,EMP0050110,2024-12-31,3.8,3
REV00133407,EMP0050110,2025-12-31,4.1,4
REV00133408,EMP0050111,2023-12-31,3.6,3
REV00133409,EMP0050111,2024-12-31,3.7,3
REV00133410,EMP0050111,2025-12-31,3.8,3
REV00133411,EMP0050112,2023-12-31,4.0,4
REV00133412,EMP0050112,2024-12-31,3.9,3
REV00133413,EMP0050112,2025-12-31,4.2,4
REV00133414,EMP0050113,2023-12-31,3.4,3
REV00133415,EMP0050113,2024-12-31,3.3,3
REV00133416,EMP0050113,2025-12-31,3.5,3
REV00133417,EMP0050114,2023-12-31,3.6,3
REV00133418,EMP0050114,2024-12-31,3.6,3
REV00133419,EMP0050114,2025-12-31,3.6,3
REV00133420,EMP0050115,2023-12-31,3.7,3
REV00133421,EMP0050115,2024-12-31,3.8,3
REV00133422,EMP0050115,2025-12-31,3.4,3
REV00133423,EMP0050116,2023-12-31,3.6,3
REV00133424,EMP0050116,2024-12-31,3.2,3
REV00133425,EMP0050116,2025-12-31,3.7,3
REV00133426,EMP0050117,2023-12-31,4.0,4
REV00133427,EMP0050117,2024-12-31,3.8,3
REV00133428,EMP0050117,2025-12-31,3.8,3
REV00133429,EMP0050118,2023-12-31,3.9,3
REV00133430,EMP0050118,2024-12-31,4.1,4
REV00133431,EMP0050118,2025-12-31,4.2,4
REV00133432,EMP0050119,2024-12-31,3.4,3
REV00133433,EMP0050119,2025-12-31,3.6,3
REV00133434,EMP0050120,2025-12-31,4.1,4
REV00133435,EMP0050121,2023-12-31,4.0,4
REV00133436,EMP0050121,2024-12-31,3.6,3
REV00133437,EMP0050121,2025-12-31,3.4,3
REV00133438,EMP0050122,2023-12-31,3.6,3
REV00133439,EMP0050122,2024-12-31,4.0,4
REV00133440,EMP0050122,2025-12-31,3.7,3
REV00133441,EMP0050123,2023-12-31,3.3,3
REV00133442,EMP0050123,2024-12-31,2.9,2
REV00133443,EMP0050123,2025-12-31,2.9,2
REV00133444,EMP0050124,2023-12-31,3.6,3
REV00133445,EMP0050124,2024-12-31,4.0,4
REV00133446,EMP0050124,2025-12-31,4.4,4
REV00133447,EMP0050125,2024-12-31,4.3,4
REV00133448,EMP0050125,2025-12-31,4.4,4
REV00133449,EMP0050126,2023-12-31,4.3,4
REV00133450,EMP0050126,2024-12-31,4.4,4
REV00133451,EMP0050126,2025-12-31,4.3,4
REV00133452,EMP0050127,2023-12-31,3.6,3
REV00133453,EMP0050127,2024-12-31,3.4,3
REV00133454,EMP0050127,2025-12-31,3.7,3
REV00133455,EMP0050128,2023-12-31,4.5,4
REV00133456,EMP0050128,2024-12-31,4.6,4
REV00133457,EMP0050128,2025-12-31,4.6,4
REV00133458,EMP0050129,2023-12-31,3.8,3
REV00133459,EMP0050129,2024-12-31,4.3,4
REV00133460,EMP0050129,2025-12-31,4.3,4
REV00133461,EMP0050130,2023-12-31,4.3,4
REV00133462,EMP0050130,2024-12-31,4.0,4
REV00133463,EMP0050130,2025-12-31,4.2,4
REV00133464,EMP0050131,2023-12-31,4.3,4
REV00133465,EMP0050131,2024-12-31,4.7,4
REV00133466,EMP0050131,2025-12-31,4.5,4
REV00133467,EMP0050132,2023-12-31,4.5,4
REV00133468,EMP0050132,2024-12-31,4.9,4
REV00133469,EMP0050132,2025-12-31,4.6,4
REV00133470,EMP0050133,2023-12-31,3.5,3
REV00133471,EMP0050133,2024-12-31,3.2,3
REV00133472,EMP0050133,2025-12-31,3.4,3
REV00133473,EMP0050134,2023-12-31,4.0,4
REV00133474,EMP0050134,2024-12-31,4.5,4
REV00133475,EMP0050134,2025-12-31,4.2,4
REV00133476,EMP0050135,2023-12-31,3.4,3
REV00133477,EMP0050135,2024-12-31,3.8,3
REV00133478,EMP0050135,2025-12-31,3.5,3
REV00133479,EMP0050136,2023-12-31,4.4,4
REV00133480,EMP0050136,2024-12-31,4.3,4
REV00133481,EMP0050136,2025-12-31,4.4,4
REV00133482,EMP0050137,2023-12-31,4.1,4
REV00133483,EMP0050137,2024-12-31,4.4,4
REV00133484,EMP0050137,2025-12-31,4.8,4
REV00133485,EMP0050138,2023-12-31,4.2,4
REV00133486,EMP0050138,2024-12-31,3.7,3
REV00133487,EMP0050138,2025-12-31,3.5,3
REV00133488,EMP0050139,2025-12-31,4.6,4
REV00133489,EMP0050140,2023-12-31,4.3,4
REV00133490,EMP0050140,2024-12-31,4.3,4
REV00133491,EMP0050140,2025-12-31,4.7,4
REV00133492,EMP0050141,2023-12-31,4.4,4
REV00133493,EMP0050141,2024-12-31,4.8,4
REV00133494,EMP0050141,2025-12-31,4.7,4
REV00133495,EMP0050142,2023-12-31,3.9,3
REV00133496,EMP0050142,2024-12-31,3.7,3
REV00133497,EMP0050142,2025-12-31,3.3,3
REV00133498,EMP0050143,2023-12-31,4.3,4
REV00133499,EMP0050143,2024-12-31,4.4,4
REV00133500,EMP0050143,2025-12-31,3.9,3
REV00133501,EMP0050144,2023-12-31,3.7,3
REV00133502,EMP0050144,2024-12-31,4.1,4
REV00133503,EMP0050144,2025-12-31,3.9,3
REV00133504,EMP0050145,2023-12-31,5.0,4
REV00133505,EMP0050145,2024-12-31,5.0,4
REV00133506,EMP0050145,2025-12-31,5.0,4
REV00133507,EMP0050146,2023-12-31,4.0,4
REV00133508,EMP0050146,2024-12-31,3.8,3
REV00133509,EMP0050146,2025-12-31,3.5,3
REV00133510,EMP0050147,2023-12-31,3.9,3
REV00133511,EMP0050147,2024-12-31,4.2,4
REV00133512,EMP0050147,2025-12-31,3.8,3
REV00133513,EMP0050148,2023-12-31,3.4,3
REV00133514,EMP0050148,2024-12-31,3.4,3
REV00133515,EMP0050148,2025-12-31,3.7,3
REV00133516,EMP0050149,2023-12-31,4.3,4
REV00133517,EMP0050149,2024-12-31,4.6,4
REV00133518,EMP0050149,2025-12-31,4.5,4
REV00133519,EMP0050150,2023-12-31,3.6,3
REV00133520,EMP0050150,2024-12-31,3.4,3
REV00133521,EMP0050150,2025-12-31,3.0,3
REV00133522,EMP0050151,2023-12-31,5.0,4
REV00133523,EMP0050151,2024-12-31,5.0,4
REV00133524,EMP0050151,2025-12-31,5.0,4
REV00133525,EMP0050152,2023-12-31,3.8,3
REV00133526,EMP0050152,2024-12-31,4.2,4
REV00133527,EMP0050152,2025-12-31,3.8,3
REV00133528,EMP0050153,2023-12-31,4.1,4
REV00133529,EMP0050153,2024-12-31,4.1,4
REV00133530,EMP0050153,2025-12-31,4.2,4
REV00133531,EMP0050154,2023-12-31,4.1,4
REV00133532,EMP0050154,2024-12-31,4.3,4
REV00133533,EMP0050154,2025-12-31,4.7,4
REV00133534,EMP0050155,2023-12-31,3.8,3
REV00133535,EMP0050155,2024-12-31,4.1,4
REV00133536,EMP0050155,2025-12-31,4.5,4
REV00133537,EMP0050156,2023-12-31,4.7,4
REV00133538,EMP0050156,2024-12-31,4.8,4
REV00133539,EMP0050156,2025-12-31,4.4,4
REV00133540,EMP0050157,2023-12-31,3.7,3
REV00133541,EMP0050157,2024-12-31,4.2,4
REV00133542,EMP0050157,2025-12-31,3.9,3
REV00133543,EMP0050158,2024-12-31,4.4,4
REV00133544,EMP0050158,2025-12-31,4.1,4
REV00133545,EMP0050159,2024-12-31,3.9,3
REV00133546,EMP0050159,2025-12-31,3.4,3
REV00133547,EMP0050160,2023-12-31,4.1,4
REV00133548,EMP0050160,2024-12-31,3.8,3
REV00133549,EMP0050160,2025-12-31,3.8,3
REV00133550,EMP0050161,2023-12-31,3.7,3
REV00133551,EMP0050161,2024-12-31,4.2,4
REV00133552,EMP0050161,2025-12-31,4.0,4
REV00133553,EMP0050162,2023-12-31,4.1,4
REV00133554,EMP0050162,2024-12-31,4.5,4
REV00133555,EMP0050162,2025-12-31,4.8,4
REV00133556,EMP0050163,2023-12-31,4.2,4
REV00133557,EMP0050163,2024-12-31,3.9,3
REV00133558,EMP0050163,2025-12-31,3.9,3
REV00133559,EMP0050164,2023-12-31,4.3,4
REV00133560,EMP0050164,2024-12-31,4.6,4
REV00133561,EMP0050164,2025-12-31,4.8,4
REV00133562,EMP0050165,2023-12-31,4.2,4
REV00133563,EMP0050165,2024-12-31,3.7,3
REV00133564,EMP0050165,2025-12-31,3.4,3
REV00133565,EMP0050166,2023-12-31,4.3,4
REV00133566,EMP0050166,2024-12-31,4.3,4
REV00133567,EMP0050166,2025-12-31,4.5,4
REV00133568,EMP0050167,2023-12-31,5.0,4
REV00133569,EMP0050167,2024-12-31,4.9,4
REV00133570,EMP0050167,2025-12-31,4.9,4
REV00133571,EMP0050168,2024-12-31,5.0,4
REV00133572,EMP0050168,2025-12-31,5.0,4
REV00133573,EMP0050169,2023-12-31,5.0,4
REV00133574,EMP0050169,2024-12-31,5.0,4
REV00133575,EMP0050169,2025-12-31,5.0,4
REV00133576,EMP0050170,2023-12-31,4.4,4
REV00133577,EMP0050170,2024-12-31,4.7,4
REV00133578,EMP0050170,2025-12-31,4.4,4
REV00133579,EMP0050171,2023-12-31,4.5,4
REV00133580,EMP0050171,2024-12-31,4.0,4
REV00133581,EMP0050171,2025-12-31,3.6,3
REV00133582,EMP0050172,2024-12-31,4.1,4
REV00133583,EMP0050172,2025-12-31,3.9,3
REV00133584,EMP0050173,2023-12-31,3.3,3
REV00133585,EMP0050173,2024-12-31,3.3,3
REV00133586,EMP0050173,2025-12-31,3.6,3
REV00133587,EMP0050174,2025-12-31,3.5,3
REV00133588,EMP0050175,2023-12-31,3.5,3
REV00133589,EMP0050175,2024-12-31,3.1,3
REV00133590,EMP0050175,2025-12-31,3.4,3
REV00133591,EMP0050176,2023-12-31,4.2,4
REV00133592,EMP0050176,2024-12-31,4.3,4
REV00133593,EMP0050176,2025-12-31,3.9,3
REV00133594,EMP0050177,2023-12-31,4.0,4
REV00133595,EMP0050177,2024-12-31,3.8,3
REV00133596,EMP0050177,2025-12-31,3.7,3
REV00133597,EMP0050178,2023-12-31,3.6,3
REV00133598,EMP0050178,2024-12-31,3.2,3
REV00133599,EMP0050178,2025-12-31,3.5,3
REV00133600,EMP0050179,2023-12-31,3.5,3
REV00133601,EMP0050179,2024-12-31,3.9,3
REV00133602,EMP0050179,2025-12-31,4.2,4
REV00133603,EMP0050180,2023-12-31,3.8,3
REV00133604,EMP0050180,2024-12-31,4.0,4
REV00133605,EMP0050180,2025-12-31,4.3,4
REV00133606,EMP0050181,2023-12-31,4.2,4
REV00133607,EMP0050181,2024-12-31,4.1,4
REV00133608,EMP0050181,2025-12-31,4.6,4
REV00133609,EMP0050182,2023-12-31,4.4,4
REV00133610,EMP0050182,2024-12-31,4.2,4
REV00133611,EMP0050182,2025-12-31,4.4,4
REV00133612,EMP0050183,2023-12-31,5.0,4
REV00133613,EMP0050183,2024-12-31,5.0,4
REV00133614,EMP0050183,2025-12-31,4.7,4
REV00133615,EMP0050184,2023-12-31,4.0,4
REV00133616,EMP0050184,2024-12-31,4.3,4
REV00133617,EMP0050184,2025-12-31,4.8,4
REV00133618,EMP0050185,2023-12-31,5.0,4
REV00133619,EMP0050185,2024-12-31,5.0,4
REV00133620,EMP0050185,2025-12-31,4.7,4
REV00133621,EMP0050186,2023-12-31,3.8,3
REV00133622,EMP0050186,2024-12-31,3.9,3
REV00133623,EMP0050186,2025-12-31,4.1,4
REV00133624,EMP0050187,2025-12-31,4.2,4
REV00133625,EMP0050188,2023-12-31,5.0,4
REV00133626,EMP0050188,2024-12-31,4.7,4
REV00133627,EMP0050188,2025-12-31,4.7,4
REV00133628,EMP0050189,2023-12-31,3.4,3
REV00133629,EMP0050189,2024-12-31,3.5,3
REV00133630,EMP0050189,2025-12-31,4.0,4
REV00133631,EMP0050190,2023-12-31,3.8,3
REV00133632,EMP0050190,2024-12-31,3.7,3
REV00133633,EMP0050190,2025-12-31,3.5,3
REV00133634,EMP0050191,2025-12-31,4.1,4
REV00133635,EMP0050192,2023-12-31,4.3,4
REV00133636,EMP0050192,2024-12-31,4.4,4
REV00133637,EMP0050192,2025-12-31,4.6,4
REV00133638,EMP0050193,2024-12-31,4.5,4
REV00133639,EMP0050193,2025-12-31,4.1,4
REV00133640,EMP0050194,2023-12-31,4.3,4
REV00133641,EMP0050194,2024-12-31,4.2,4
REV00133642,EMP0050194,2025-12-31,3.8,3
REV00133643,EMP0050195,2023-12-31,4.2,4
REV00133644,EMP0050195,2024-12-31,4.2,4
REV00133645,EMP0050195,2025-12-31,4.5,4
REV00133646,EMP0050196,2023-12-31,4.5,4
REV00133647,EMP0050196,2024-12-31,4.6,4
REV00133648,EMP0050196,2025-12-31,4.7,4
REV00133649,EMP0050197,2023-12-31,4.3,4
REV00133650,EMP0050197,2024-12-31,4.0,4
REV00133651,EMP0050197,2025-12-31,4.0,4
REV00133652,EMP0050198,2023-12-31,3.9,3
REV00133653,EMP0050198,2024-12-31,4.4,4
REV00133654,EMP0050198,2025-12-31,4.3,4
REV00133655,EMP0050199,2023-12-31,3.5,3
REV00133656,EMP0050199,2024-12-31,3.0,3
REV00133657,EMP0050199,2025-12-31,3.2,3
REV00133658,EMP0050200,2023-12-31,4.1,4
REV00133659,EMP0050200,2024-12-31,3.9,3
REV00133660,EMP0050200,2025-12-31,4.4,4
REV00133661,EMP0050201,2023-12-31,4.4,4
REV00133662,EMP0050201,2024-12-31,4.7,4
REV00133663,EMP0050201,2025-12-31,5.0,4
REV00133664,EMP0050202,2023-12-31,4.7,4
REV00133665,EMP0050202,2024-12-31,4.6,4
REV00133666,EMP0050202,2025-12-31,4.7,4
REV00133667,EMP0050203,2023-12-31,4.1,4
REV00133668,EMP0050203,2024-12-31,3.6,3
REV00133669,EMP0050203,2025-12-31,3.5,3
REV00133670,EMP0050204,2024-12-31,5.0,4
REV00133671,EMP0050204,2025-12-31,5.0,4
REV00133672,EMP0050205,2023-12-31,3.3,3
REV00133673,EMP0050205,2024-12-31,2.9,2
REV00133674,EMP0050205,2025-12-31,2.4,2
REV00133675,EMP0050206,2023-12-31,3.8,3
REV00133676,EMP0050206,2024-12-31,3.4,3
REV00133677,EMP0050206,2025-12-31,3.5,3
REV00133678,EMP0050207,2023-12-31,3.8,3
REV00133679,EMP0050207,2024-12-31,3.5,3
REV00133680,EMP0050207,2025-12-31,3.6,3
REV00133681,EMP0050208,2023-12-31,4.0,4
REV00133682,EMP0050208,2024-12-31,3.9,3
REV00133683,EMP0050208,2025-12-31,3.6,3
REV00133684,EMP0050209,2023-12-31,3.6,3
REV00133685,EMP0050209,2024-12-31,4.0,4
REV00133686,EMP0050209,2025-12-31,3.7,3
REV00133687,EMP0050210,2023-12-31,3.8,3
REV00133688,EMP0050210,2024-12-31,4.2,4
REV00133689,EMP0050210,2025-12-31,4.4,4
REV00133690,EMP0050211,2023-12-31,4.1,4
REV00133691,EMP0050211,2024-12-31,4.1,4
REV00133692,EMP0050211,2025-12-31,4.3,4
REV00133693,EMP0050212,2023-12-31,3.5,3
REV00133694,EMP0050212,2024-12-31,3.1,3
REV00133695,EMP0050212,2025-12-31,3.1,3
REV00133696,EMP0050213,2023-12-31,3.6,3
REV00133697,EMP0050213,2024-12-31,3.3,3
REV00133698,EMP0050213,2025-12-31,2.9,2
REV00133699,EMP0050214,2024-12-31,4.1,4
REV00133700,EMP0050214,2025-12-31,3.8,3
REV00133701,EMP0050215,2023-12-31,3.6,3
REV00133702,EMP0050215,2024-12-31,3.3,3
REV00133703,EMP0050215,2025-12-31,3.4,3
REV00133704,EMP0050216,2023-12-31,4.7,4
REV00133705,EMP0050216,2024-12-31,4.6,4
REV00133706,EMP0050216,2025-12-31,4.8,4
REV00133707,EMP0050217,2023-12-31,3.7,3
REV00133708,EMP0050217,2024-12-31,3.2,3
REV00133709,EMP0050217,2025-12-31,3.0,3
REV00133710,EMP0050218,2023-12-31,4.3,4
REV00133711,EMP0050218,2024-12-31,3.8,3
REV00133712,EMP0050218,2025-12-31,3.7,3
REV00133713,EMP0050219,2024-12-31,4.3,4
REV00133714,EMP0050219,2025-12-31,4.0,4
REV00133715,EMP0050220,2023-12-31,4.4,4
REV00133716,EMP0050220,2024-12-31,4.8,4
REV00133717,EMP0050220,2025-12-31,5.0,4
REV00133718,EMP0050221,2023-12-31,4.2,4
REV00133719,EMP0050221,2024-12-31,4.1,4
REV00133720,EMP0050221,2025-12-31,3.7,3
REV00133721,EMP0050222,2025-12-31,3.7,3
REV00133722,EMP0050223,2023-12-31,5.0,4
REV00133723,EMP0050223,2024-12-31,5.0,4
REV00133724,EMP0050223,2025-12-31,5.0,4
REV00133725,EMP0050224,2023-12-31,4.2,4
REV00133726,EMP0050224,2024-12-31,4.5,4
REV00133727,EMP0050224,2025-12-31,4.6,4
REV00133728,EMP0050225,2023-12-31,3.7,3
REV00133729,EMP0050225,2024-12-31,3.9,3
REV00133730,EMP0050225,2025-12-31,4.1,4
REV00133731,EMP0050226,2023-12-31,3.7,3
REV00133732,EMP0050226,2024-12-31,3.6,3
REV00133733,EMP0050226,2025-12-31,4.0,4
REV00133734,EMP0050227,2023-12-31,3.7,3
REV00133735,EMP0050227,2024-12-31,3.2,3
REV00133736,EMP0050227,2025-12-31,3.1,3
REV00133737,EMP0050228,2023-12-31,3.8,3
REV00133738,EMP0050228,2024-12-31,3.7,3
REV00133739,EMP0050228,2025-12-31,3.4,3
REV00133740,EMP0050229,2023-12-31,4.0,4
REV00133741,EMP0050229,2024-12-31,4.3,4
REV00133742,EMP0050229,2025-12-31,4.2,4
REV00133743,EMP0050230,2023-12-31,4.4,4
REV00133744,EMP0050230,2024-12-31,4.7,4
REV00133745,EMP0050230,2025-12-31,4.6,4
REV00133746,EMP0050231,2023-12-31,4.2,4
REV00133747,EMP0050231,2024-12-31,4.4,4
REV00133748,EMP0050231,2025-12-31,4.4,4
REV00133749,EMP0050232,2023-12-31,3.9,3
REV00133750,EMP0050232,2024-12-31,4.3,4
REV00133751,EMP0050232,2025-12-31,4.3,4
REV00133752,EMP0050233,2023-12-31,5.0,4
REV00133753,EMP0050233,2024-12-31,5.0,4
REV00133754,EMP0050233,2025-12-31,5.0,4
REV00133755,EMP0050234,2023-12-31,3.9,3
REV00133756,EMP0050234,2024-12-31,4.4,4
REV00133757,EMP0050234,2025-12-31,4.7,4
REV00133758,EMP0050235,2023-12-31,3.4,3
REV00133759,EMP0050235,2024-12-31,3.4,3
REV00133760,EMP0050235,2025-12-31,3.6,3
REV00133761,EMP0050236,2023-12-31,4.4,4
REV00133762,EMP0050236,2024-12-31,4.6,4
REV00133763,EMP0050236,2025-12-31,4.9,4
REV00133764,EMP0050237,2023-12-31,4.0,4
REV00133765,EMP0050237,2024-12-31,4.5,4
REV00133766,EMP0050237,2025-12-31,4.8,4
REV00133767,EMP0050238,2025-12-31,5.0,4
REV00133768,EMP0050239,2023-12-31,4.2,4
REV00133769,EMP0050239,2024-12-31,3.9,3
REV00133770,EMP0050239,2025-12-31,4.0,4
REV00133771,EMP0050240,2023-12-31,4.3,4
REV00133772,EMP0050240,2024-12-31,4.8,4
REV00133773,EMP0050240,2025-12-31,5.0,4
REV00133774,EMP0050241,2023-12-31,5.0,4
REV00133775,EMP0050241,2024-12-31,4.7,4
REV00133776,EMP0050241,2025-12-31,4.2,4
REV00133777,EMP0050242,2023-12-31,4.0,4
REV00133778,EMP0050242,2024-12-31,3.9,3
REV00133779,EMP0050242,2025-12-31,4.0,4
REV00133780,EMP0050243,2023-12-31,4.4,4
REV00133781,EMP0050243,2024-12-31,4.5,4
REV00133782,EMP0050243,2025-12-31,4.5,4
REV00133783,EMP0050244,2023-12-31,3.7,3
REV00133784,EMP0050244,2024-12-31,3.9,3
REV00133785,EMP0050244,2025-12-31,3.8,3
REV00133786,EMP0050245,2023-12-31,3.6,3
REV00133787,EMP0050245,2024-12-31,3.4,3
REV00133788,EMP0050245,2025-12-31,3.0,3
REV00133789,EMP0050246,2023-12-31,3.8,3
REV00133790,EMP0050246,2024-12-31,4.2,4
REV00133791,EMP0050246,2025-12-31,4.3,4
REV00133792,EMP0050247,2023-12-31,4.0,4
REV00133793,EMP0050247,2024-12-31,3.6,3
REV00133794,EMP0050247,2025-12-31,3.3,3
REV00133795,EMP0050248,2023-12-31,4.2,4
REV00133796,EMP0050248,2024-12-31,4.0,4
REV00133797,EMP0050248,2025-12-31,4.4,4
REV00133798,EMP0050249,2023-12-31,3.7,3
REV00133799,EMP0050249,2024-12-31,3.8,3
REV00133800,EMP0050249,2025-12-31,4.1,4
REV00133801,EMP0050250,2023-12-31,4.4,4
REV00133802,EMP0050250,2024-12-31,4.7,4
REV00133803,EMP0050250,2025-12-31,4.8,4
REV00133804,EMP0050251,2023-12-31,4.0,4
REV00133805,EMP0050251,2024-12-31,3.7,3
REV00133806,EMP0050251,2025-12-31,3.2,3
REV00133807,EMP0050252,2023-12-31,3.7,3
REV00133808,EMP0050252,2024-12-31,3.6,3
REV00133809,EMP0050252,2025-12-31,4.1,4
REV00133810,EMP0050253,2023-12-31,4.2,4
REV00133811,EMP0050253,2024-12-31,4.0,4
REV00133812,EMP0050253,2025-12-31,3.7,3
REV00133813,EMP0050254,2023-12-31,3.6,3
REV00133814,EMP0050254,2024-12-31,3.2,3
REV00133815,EMP0050254,2025-12-31,3.2,3
REV00133816,EMP0050255,2023-12-31,4.5,4
REV00133817,EMP0050255,2024-12-31,4.2,4
REV00133818,EMP0050255,2025-12-31,4.0,4
REV00133819,EMP0050256,2023-12-31,4.3,4
REV00133820,EMP0050256,2024-12-31,4.8,4
REV00133821,EMP0050256,2025-12-31,4.4,4
REV00133822,EMP0050257,2025-12-31,3.9,3
REV00133823,EMP0050258,2023-12-31,5.0,4
REV00133824,EMP0050258,2024-12-31,4.8,4
REV00133825,EMP0050258,2025-12-31,5.0,4
REV00133826,EMP0050259,2024-12-31,4.1,4
REV00133827,EMP0050259,2025-12-31,4.2,4
REV00133828,EMP0050260,2023-12-31,4.3,4
REV00133829,EMP0050260,2024-12-31,4.6,4
REV00133830,EMP0050260,2025-12-31,4.2,4
REV00133831,EMP0050261,2023-12-31,4.2,4
REV00133832,EMP0050261,2024-12-31,4.4,4
REV00133833,EMP0050261,2025-12-31,4.1,4
REV00133834,EMP0050262,2024-12-31,4.1,4
REV00133835,EMP0050262,2025-12-31,3.8,3
REV00133836,EMP0050263,2023-12-31,5.0,4
REV00133837,EMP0050263,2024-12-31,4.7,4
REV00133838,EMP0050263,2025-12-31,4.5,4
REV00133839,EMP0050264,2023-12-31,4.3,4
REV00133840,EMP0050264,2024-12-31,4.3,4
REV00133841,EMP0050264,2025-12-31,4.2,4
REV00133842,EMP0050265,2023-12-31,3.3,3
REV00133843,EMP0050265,2024-12-31,2.9,2
REV00133844,EMP0050265,2025-12-31,2.4,2
REV00133845,EMP0050266,2023-12-31,3.6,3
REV00133846,EMP0050266,2024-12-31,3.6,3
REV00133847,EMP0050266,2025-12-31,3.2,3
REV00133848,EMP0050267,2023-12-31,3.8,3
REV00133849,EMP0050267,2024-12-31,4.0,4
REV00133850,EMP0050267,2025-12-31,3.6,3
REV00133851,EMP0050269,2023-12-31,4.5,4
REV00133852,EMP0050269,2024-12-31,4.4,4
REV00133853,EMP0050269,2025-12-31,4.3,4
